index,PassengerId,HomePlanet,Cabin Deck,Cabin Number,Cabin Side,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
42,0043_01,Europa,B,3,P,False,TRAPPIST-1e,27.0,False,0.0,164.0,45.0,2511.0,855.0,False
43,0044_01,Earth,G,3,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
44,0044_02,Earth,G,3,P,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
45,0044_03,Earth,G,3,P,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True
46,0045_01,Mars,F,10,P,False,TRAPPIST-1e,27.0,False,970.0,0.0,180.0,0.0,64.0,False
48,0050_01,Earth,E,1,S,False,55 Cancri e,27.0,False,790.0,0.0,0.0,0.0,0.0,False
49,0051_01,Earth,E,2,S,False,TRAPPIST-1e,27.0,False,0.0,112.0,0.0,1379.0,127.0,False
50,0052_01,Earth,G,6,S,False,TRAPPIST-1e,27.0,False,4.0,0.0,2.0,4683.0,0.0,False
51,0053_01,Earth,F,11,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,1938.0,0.0,1.0,True
52,0056_01,Europa,A,1,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
53,0056_02,Europa,A,1,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
54,0056_03,Europa,A,1,S,False,TRAPPIST-1e,27.0,False,279.0,605.0,3374.0,286.0,3.0,True
55,0058_01,Earth,G,7,S,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,False
56,0061_01,Earth,F,12,S,False,TRAPPIST-1e,27.0,False,45.0,1096.0,148.0,1377.0,1.0,False
57,0062_01,Earth,F,13,S,False,TRAPPIST-1e,27.0,False,0.0,592.0,0.0,17.0,25.0,False
58,0064_01,Mars,F,14,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
60,0066_01,Earth,G,10,S,False,TRAPPIST-1e,27.0,False,1.0,153.0,197.0,0.0,460.0,False
61,0067_01,Earth,G,10,S,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True
62,0067_02,Earth,F,15,S,False,TRAPPIST-1e,27.0,False,1.0,258.0,446.0,0.0,0.0,True
63,0067_03,Earth,E,4,S,False,55 Cancri e,27.0,False,1946.0,37.0,0.0,0.0,24.0,False
64,0068_01,Mars,F,16,S,False,TRAPPIST-1e,27.0,False,793.0,0.0,2.0,253.0,0.0,False
65,0069_01,Earth,F,13,P,False,TRAPPIST-1e,27.0,False,887.0,0.0,9.0,6.0,0.0,True
66,0070_01,Earth,F,14,P,False,TRAPPIST-1e,27.0,False,190.0,0.0,5.0,1.0,726.0,False
67,0071_01,Earth,F,17,S,False,TRAPPIST-1e,27.0,False,16.0,2165.0,0.0,0.0,52.0,False
68,0072_01,Earth,D,3,P,False,TRAPPIST-1e,27.0,False,0.0,1.0,0.0,0.0,1063.0,False
69,0073_01,Mars,C,3,S,False,PSO J318.5-22,27.0,False,46.0,83.0,738.0,0.0,12.0,False
70,0074_01,Europa,F,18,S,False,TRAPPIST-1e,27.0,False,1.0,8397.0,0.0,0.0,506.0,True
71,0076_01,Mars,F,15,P,False,TRAPPIST-1e,27.0,False,147.0,0.0,1018.0,0.0,0.0,True
72,0077_01,Mars,C,4,S,False,TRAPPIST-1e,27.0,False,14.0,0.0,1295.0,0.0,0.0,True
73,0078_01,Europa,G,13,S,False,TRAPPIST-1e,27.0,False,0.0,5840.0,0.0,321.0,9654.0,False
74,0081_01,Earth,F,16,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
75,0082_01,Mars,F,16,P,False,TRAPPIST-1e,27.0,False,7406.0,0.0,0.0,0.0,0.0,False
76,0082_02,Mars,F,16,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
77,0082_03,Mars,G,14,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
78,0084_01,Earth,C,5,S,False,TRAPPIST-1e,27.0,False,688.0,0.0,0.0,0.0,17.0,True
79,0085_01,Europa,F,17,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
80,0086_01,Earth,E,5,S,False,TRAPPIST-1e,27.0,False,211.0,0.0,0.0,638.0,513.0,False
81,0088_01,Mars,G,15,S,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True
82,0090_01,Earth,G,16,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
83,0091_01,Earth,F,20,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
84,0091_02,Earth,G,9,P,False,TRAPPIST-1e,27.0,False,1.0,697.0,31.0,188.0,0.0,False
85,0092_01,Earth,G,9,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,670.0,1.0,34.0,False
86,0092_02,Earth,G,9,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
87,0092_03,Earth,A,2,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
88,0097_01,Europa,G,11,P,False,TRAPPIST-1e,27.0,False,0.0,1208.0,0.0,3.0,637.0,False
89,0098_01,Earth,G,11,P,False,TRAPPIST-1e,27.0,False,0.0,856.0,5.0,32.0,0.0,False
90,0098_02,Earth,F,19,P,False,TRAPPIST-1e,27.0,False,0.0,2811.0,957.0,0.0,87.0,True
91,0099_01,Earth,G,12,P,False,PSO J318.5-22,27.0,False,311.0,427.0,526.0,37.0,0.0,False
92,0099_02,Earth,T,5,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
93,0101_01,Mars,F,23,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
94,0102_01,Earth,F,24,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,830.0,91.0,False
95,0103_01,Earth,G,18,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,17.0,True
96,0103_02,Earth,G,18,S,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
97,0103_03,Earth,F,21,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
98,0105_01,Earth,D,2,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,570.0,2.0,131.0,False
99,0107_01,Mars,G,19,S,False,TRAPPIST-1e,27.0,False,1743.0,5.0,17.0,0.0,0.0,False
100,0108_01,Earth,G,19,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
101,0108_02,Earth,G,19,S,False,TRAPPIST-1e,27.0,False,562.0,0.0,326.0,0.0,0.0,False
102,0108_03,Earth,T,6,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
103,0110_01,Europa,B,5,P,False,TRAPPIST-1e,27.0,False,0.0,410.0,6.0,3929.0,764.0,False
104,0110_02,Europa,B,5,P,False,TRAPPIST-1e,27.0,False,0.0,331.0,0.0,0.0,1687.0,False
105,0110_03,Europa,B,5,P,False,TRAPPIST-1e,27.0,False,2209.0,11418.0,0.0,1868.0,445.0,True
106,0110_04,Europa,E,6,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
107,0111_01,Europa,B,1,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
108,0112_01,Europa,F,23,P,False,55 Cancri e,27.0,True,0.0,2537.0,87.0,17.0,13.0,True
109,0113_01,Earth,G,20,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,804.0,0.0,0.0,True
110,0114_01,Earth,F,24,P,False,TRAPPIST-1e,27.0,False,82.0,157.0,429.0,238.0,1.0,False
111,0115_01,Mars,D,4,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
112,0116_01,Europa,A,0,P,False,TRAPPIST-1e,27.0,False,1.0,2223.0,0.0,12.0,404.0,True
114,0119_02,Europa,G,21,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
115,0120_01,Mars,F,27,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
116,0122_01,Earth,F,27,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,699.0,74.0,False
117,0123_01,Earth,E,7,S,False,TRAPPIST-1e,27.0,False,55.0,597.0,49.0,0.0,1.0,False
118,0126_01,Mars,D,3,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
119,0127_01,Mars,E,8,S,False,TRAPPIST-1e,27.0,False,701.0,0.0,296.0,0.0,25.0,False
120,0128_01,Mars,G,22,S,False,TRAPPIST-1e,27.0,True,2353.0,334.0,9.0,316.0,2.0,False
121,0128_02,Mars,F,29,S,False,TRAPPIST-1e,27.0,False,2103.0,6.0,0.0,0.0,0.0,False
122,0129_01,Earth,D,5,S,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True
123,0133_01,Mars,G,17,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
124,0133_02,Mars,G,23,S,False,TRAPPIST-1e,27.0,False,2738.0,0.0,0.0,0.0,0.0,False
125,0134_01,Earth,G,18,P,False,TRAPPIST-1e,27.0,False,0.0,14.0,730.0,0.0,0.0,True
126,0136_01,Earth,E,5,P,False,PSO J318.5-22,27.0,False,97.0,418.0,126.0,25.0,55.0,False
127,0138_01,Earth,C,6,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
129,0139_01,Europa,F,29,P,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
130,0140_01,Earth,F,30,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
131,0140_02,Earth,F,31,S,False,TRAPPIST-1e,27.0,False,440.0,0.0,0.0,0.0,462.0,False
132,0141_01,Mars,G,25,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,97.0,0.0,0.0,False
133,0144_01,Earth,G,26,S,False,TRAPPIST-1e,27.0,False,0.0,420.0,210.0,0.0,0.0,True
134,0146_01,Earth,F,31,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
135,0147_01,Earth,G,27,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
136,0148_01,Mars,G,20,P,False,TRAPPIST-1e,27.0,False,1072.0,0.0,10.0,0.0,76.0,False
137,0149_01,Earth,F,32,P,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
138,0151_01,Earth,G,22,P,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
140,0160_01,Earth,B,8,P,False,TRAPPIST-1e,27.0,False,4119.0,0.0,0.0,0.0,61.0,False
141,0163_01,Europa,G,28,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
142,0163_02,Europa,G,28,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
143,0164_01,Earth,F,37,P,False,TRAPPIST-1e,27.0,False,50.0,1688.0,0.0,0.0,135.0,True
144,0164_02,Earth,F,35,S,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,False
145,0165_01,Mars,F,35,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
146,0167_01,Mars,G,23,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
147,0167_02,Mars,E,10,S,False,TRAPPIST-1e,27.0,False,1365.0,0.0,48.0,22.0,137.0,False
148,0169_01,Earth,G,30,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
149,0170_01,Earth,G,24,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,221.0,567.0,False
150,0171_01,Earth,E,11,S,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True
151,0172_01,Earth,F,38,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
152,0173_01,Earth,B,2,S,False,TRAPPIST-1e,27.0,False,0.0,985.0,0.0,5.0,0.0,True
153,0174_01,Earth,D,6,S,False,55 Cancri e,27.0,False,287.0,0.0,16.0,115.0,175.0,False
154,0177_01,Europa,G,26,P,False,TRAPPIST-1e,27.0,False,0.0,10346.0,1.0,14970.0,2111.0,False
155,0178_01,Mars,G,26,P,False,TRAPPIST-1e,27.0,False,3414.0,0.0,161.0,28.0,119.0,False
156,0179_01,Earth,G,26,P,False,TRAPPIST-1e,27.0,False,1.0,219.0,673.0,2.0,11.0,True
157,0179_02,Earth,G,27,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
158,0179_03,Earth,C,3,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
159,0181_01,Earth,F,36,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,3.0,299.0,92.0,False
160,0182_01,Europa,G,28,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
161,0183_01,Earth,G,31,S,False,TRAPPIST-1e,27.0,False,17.0,146.0,426.0,0.0,232.0,True
162,0186_01,Earth,E,8,P,False,TRAPPIST-1e,27.0,False,62.0,0.0,0.0,0.0,956.0,False
163,0188_01,Earth,G,32,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
164,0189_01,Earth,G,29,P,False,55 Cancri e,27.0,False,84.0,3.0,401.0,202.0,98.0,False
165,0190_01,Earth,G,29,P,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
166,0192_01,Earth,G,29,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
167,0192_02,Earth,F,41,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
168,0192_03,Earth,F,41,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,10.0,898.0,0.0,False
169,0193_01,Mars,F,41,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
170,0193_02,Mars,F,42,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,8.0,1072.0,0.0,False
171,0193_03,Mars,D,5,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
172,0195_01,Mars,C,5,P,False,TRAPPIST-1e,27.0,False,406.0,0.0,867.0,0.0,0.0,True
173,0196_01,Mars,G,30,P,False,PSO J318.5-22,27.0,False,1052.0,0.0,719.0,0.0,7.0,False
174,0197_01,Europa,G,33,S,False,TRAPPIST-1e,27.0,False,0.0,972.0,0.0,795.0,575.0,False
175,0198_01,Earth,G,31,P,False,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True
176,0199_01,Earth,B,3,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
177,0200_01,Earth,B,3,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
178,0201_01,Europa,B,9,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
179,0201_02,Europa,A,2,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
180,0202_01,Europa,C,8,S,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
181,0202_02,Europa,G,34,S,False,55 Cancri e,27.0,False,0.0,2433.0,0.0,878.0,443.0,True
182,0203_01,Europa,C,9,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
183,0205_01,Earth,G,32,P,False,TRAPPIST-1e,27.0,False,0.0,2.0,66.0,0.0,705.0,False
184,0206_01,Europa,F,44,P,False,55 Cancri e,27.0,False,2.0,1720.0,12.0,1125.0,122.0,True
185,0207_01,Earth,F,44,P,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,False
187,0211_01,Mars,E,9,P,False,TRAPPIST-1e,27.0,False,902.0,1.0,137.0,0.0,0.0,True
188,0211_02,Mars,F,45,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
189,0211_03,Mars,F,46,P,False,TRAPPIST-1e,27.0,False,848.0,0.0,307.0,182.0,0.0,False
190,0212_01,Earth,F,40,S,False,TRAPPIST-1e,27.0,False,192.0,0.0,0.0,51.0,739.0,False
191,0212_02,Earth,F,47,P,False,TRAPPIST-1e,27.0,False,147.0,188.0,0.0,10.0,387.0,False
192,0213_01,Earth,G,36,P,False,TRAPPIST-1e,27.0,False,367.0,281.0,0.0,0.0,146.0,False
193,0216_01,Earth,G,37,P,False,55 Cancri e,27.0,False,0.0,56.0,0.0,0.0,1918.0,False
194,0217_01,Earth,G,37,P,False,TRAPPIST-1e,27.0,False,1517.0,0.0,0.0,27.0,0.0,False
195,0219_01,Earth,G,37,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
196,0220_01,Earth,E,10,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
197,0220_02,Earth,F,48,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
198,0220_03,Earth,G,37,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
199,0220_04,Earth,G,37,P,False,TRAPPIST-1e,27.0,False,122.0,84.0,0.0,0.0,0.0,False
200,0220_05,Earth,E,13,S,False,TRAPPIST-1e,27.0,False,0.0,3.0,0.0,0.0,1099.0,False
201,0220_06,Earth,E,13,S,False,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
202,0220_07,Earth,E,13,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
203,0221_01,Mars,E,13,S,False,55 Cancri e,27.0,False,2237.0,0.0,119.0,0.0,0.0,False
204,0221_02,Mars,E,13,S,False,TRAPPIST-1e,27.0,False,1215.0,80.0,1.0,2.0,0.0,False
205,0221_03,Mars,E,13,S,False,TRAPPIST-1e,27.0,False,1933.0,12.0,188.0,1.0,0.0,False
206,0221_04,Mars,E,13,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
207,0221_05,Mars,F,41,S,False,TRAPPIST-1e,27.0,False,1230.0,0.0,301.0,43.0,1023.0,False
208,0221_06,Mars,F,41,S,False,TRAPPIST-1e,27.0,False,915.0,0.0,221.0,234.0,0.0,False
209,0221_07,Mars,E,14,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
210,0222_01,Mars,G,35,S,False,TRAPPIST-1e,27.0,False,1406.0,0.0,0.0,11.0,0.0,False
211,0222_02,Mars,F,42,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
212,0222_03,Mars,G,38,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
213,0223_01,Earth,F,43,S,False,TRAPPIST-1e,27.0,False,0.0,2.0,665.0,0.0,9.0,False
214,0224_01,Mars,F,44,S,False,TRAPPIST-1e,27.0,True,181.0,0.0,5.0,1634.0,0.0,False
215,0225_01,Earth,G,36,S,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True
216,0229_01,Earth,F,45,S,False,TRAPPIST-1e,27.0,False,4.0,7.0,0.0,713.0,79.0,False
217,0231_01,Mars,F,50,P,False,TRAPPIST-1e,27.0,False,85.0,0.0,1.0,1720.0,0.0,False
218,0232_01,Earth,B,11,P,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,False
219,0233_01,Mars,T,7,S,False,TRAPPIST-1e,27.0,False,56.0,0.0,256.0,1438.0,0.0,False
220,0234_01,Earth,F,52,P,False,TRAPPIST-1e,27.0,False,0.0,888.0,0.0,0.0,0.0,False
221,0237_01,Europa,E,11,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
222,0239_01,Mars,G,37,S,False,TRAPPIST-1e,27.0,False,637.0,0.0,0.0,92.0,319.0,False
223,0240_01,Mars,T,5,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
224,0241_01,Europa,F,47,S,False,55 Cancri e,27.0,False,0.0,1249.0,0.0,4812.0,1116.0,False
226,0243_01,Earth,C,6,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
227,0244_01,Mars,D,8,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
228,0244_02,Mars,C,10,S,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
229,0245_01,Europa,G,38,S,False,55 Cancri e,27.0,False,0.0,3571.0,0.0,0.0,7.0,True
230,0245_02,Europa,F,53,P,False,TRAPPIST-1e,27.0,False,0.0,86.0,796.0,584.0,10912.0,False
231,0246_01,Mars,G,42,P,False,TRAPPIST-1e,27.0,False,2947.0,0.0,287.0,27.0,0.0,False
232,0248_01,Europa,F,54,P,False,TRAPPIST-1e,27.0,False,0.0,1.0,0.0,8620.0,1063.0,False
233,0250_01,Earth,A,3,S,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,False
235,0252_01,Earth,F,49,S,False,TRAPPIST-1e,27.0,False,335.0,695.0,541.0,0.0,0.0,False
236,0253_01,Earth,F,50,S,False,TRAPPIST-1e,27.0,False,272.0,615.0,0.0,0.0,1.0,False
237,0254_01,Earth,E,16,S,False,TRAPPIST-1e,27.0,False,702.0,172.0,408.0,2.0,6.0,True
238,0255_01,Europa,F,56,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
239,0257_01,Mars,G,43,P,False,55 Cancri e,27.0,False,1664.0,0.0,0.0,0.0,0.0,False
240,0257_02,Mars,D,8,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
241,0258_01,Earth,F,51,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,313.0,299.0,92.0,False
242,0260_01,Europa,F,52,S,False,TRAPPIST-1e,27.0,False,0.0,4810.0,0.0,981.0,2054.0,False
243,0261_01,Earth,F,59,P,False,TRAPPIST-1e,27.0,False,66.0,29.0,0.0,0.0,803.0,False
244,0263_01,Earth,D,9,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
245,0265_01,Europa,F,61,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
246,0267_01,Earth,T,6,S,False,TRAPPIST-1e,27.0,False,118.0,0.0,0.0,754.0,1.0,False
